"","year","minwage","household","scenario","absolute_poverty","relative_poverty"
"2645","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,773
"2646","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,773
"2647","Üksik mees","Tegelik 2020",5.47,32.99,2020,774
"2648","Üksik mees","Ennustatud 2020",4.93,33.03,2020,774
"2649","Üksik naine","Tegelik 2020",1.35,21.29,2020,774
"2650","Üksik naine","Ennustatud 2020",1.35,21.29,2020,774
"2651","Üksikvanem","Tegelik 2020",0,29.34,2020,774
"2652","Üksikvanem","Ennustatud 2020",0,27.14,2020,774
"2653","Lasteta paar","Tegelik 2020",0.26,9.21,2020,774
"2654","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,774
"2655","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,774
"2656","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,774
"2657","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,774
"2658","Kahe lapsega paar","Ennustatud 2020",0,9.52,2020,774
"2659","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,774
"2660","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,774
"2661","Üksik mees","Tegelik 2020",5.47,32.99,2020,775
"2662","Üksik mees","Ennustatud 2020",4.93,33.03,2020,775
"2663","Üksik naine","Tegelik 2020",1.35,21.29,2020,775
"2664","Üksik naine","Ennustatud 2020",1.35,21.29,2020,775
"2665","Üksikvanem","Tegelik 2020",0,29.34,2020,775
"2666","Üksikvanem","Ennustatud 2020",0,27.14,2020,775
"2667","Lasteta paar","Tegelik 2020",0.26,9.21,2020,775
"2668","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,775
"2669","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,775
"2670","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,775
"2671","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,775
"2672","Kahe lapsega paar","Ennustatud 2020",0,9.52,2020,775
"2673","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,775
"2674","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,775
"2675","Üksik mees","Tegelik 2020",5.47,32.99,2020,776
"2676","Üksik mees","Ennustatud 2020",4.93,33.03,2020,776
"2677","Üksik naine","Tegelik 2020",1.35,21.29,2020,776
"2678","Üksik naine","Ennustatud 2020",1.35,21.29,2020,776
"2679","Üksikvanem","Tegelik 2020",0,29.34,2020,776
"2680","Üksikvanem","Ennustatud 2020",0,27.14,2020,776
"2681","Lasteta paar","Tegelik 2020",0.26,9.21,2020,776
"2682","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,776
"2683","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,776
"2684","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,776
"2685","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,776
"2686","Kahe lapsega paar","Ennustatud 2020",0,9.52,2020,776
"2687","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,776
"2688","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,776
"2689","Üksik mees","Tegelik 2020",5.47,32.99,2020,777
"2690","Üksik mees","Ennustatud 2020",4.93,33.03,2020,777
"2691","Üksik naine","Tegelik 2020",1.35,21.29,2020,777
"2692","Üksik naine","Ennustatud 2020",1.35,21.29,2020,777
"2693","Üksikvanem","Tegelik 2020",0,29.34,2020,777
"2694","Üksikvanem","Ennustatud 2020",0,27.14,2020,777
"2695","Lasteta paar","Tegelik 2020",0.26,9.21,2020,777
"2696","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,777
"2697","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,777
"2698","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,777
"2699","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,777
"2700","Kahe lapsega paar","Ennustatud 2020",0,9.52,2020,777
"2701","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,777
"2702","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,777
"2703","Üksik mees","Tegelik 2020",5.47,32.99,2020,778
"2704","Üksik mees","Ennustatud 2020",4.93,33.03,2020,778
"2705","Üksik naine","Tegelik 2020",1.35,21.29,2020,778
"2706","Üksik naine","Ennustatud 2020",1.35,21.29,2020,778
"2707","Üksikvanem","Tegelik 2020",0,29.34,2020,778
"2708","Üksikvanem","Ennustatud 2020",0,27.14,2020,778
"2709","Lasteta paar","Tegelik 2020",0.26,9.21,2020,778
"2710","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,778
"2711","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,778
"2712","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,778
"2713","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,778
"2714","Kahe lapsega paar","Ennustatud 2020",0,9.52,2020,778
"2715","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,778
"2716","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,778
"2717","Üksik mees","Tegelik 2020",5.47,32.99,2020,779
"2718","Üksik mees","Ennustatud 2020",4.93,33.4,2020,779
"2719","Üksik naine","Tegelik 2020",1.35,21.29,2020,779
"2720","Üksik naine","Ennustatud 2020",1.35,21.29,2020,779
"2721","Üksikvanem","Tegelik 2020",0,29.34,2020,779
"2722","Üksikvanem","Ennustatud 2020",0,27.14,2020,779
"2723","Lasteta paar","Tegelik 2020",0.26,9.21,2020,779
"2724","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,779
"2725","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,779
"2726","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,779
"2727","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,779
"2728","Kahe lapsega paar","Ennustatud 2020",0,9.52,2020,779
"2729","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,779
"2730","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,779
"2731","Üksik mees","Tegelik 2020",5.47,32.99,2020,780
"2732","Üksik mees","Ennustatud 2020",4.93,33.4,2020,780
"2733","Üksik naine","Tegelik 2020",1.35,21.29,2020,780
"2734","Üksik naine","Ennustatud 2020",1.35,21.29,2020,780
"2735","Üksikvanem","Tegelik 2020",0,29.34,2020,780
"2736","Üksikvanem","Ennustatud 2020",0,27.14,2020,780
"2737","Lasteta paar","Tegelik 2020",0.26,9.21,2020,780
"2738","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,780
"2739","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,780
"2740","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,780
"2741","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,780
"2742","Kahe lapsega paar","Ennustatud 2020",0,9.52,2020,780
"2743","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,780
"2744","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,780
"2745","Üksik mees","Tegelik 2020",5.47,32.99,2020,781
"2746","Üksik mees","Ennustatud 2020",4.93,33.4,2020,781
"2747","Üksik naine","Tegelik 2020",1.35,21.29,2020,781
"2748","Üksik naine","Ennustatud 2020",1.35,21.29,2020,781
"2749","Üksikvanem","Tegelik 2020",0,29.34,2020,781
"2750","Üksikvanem","Ennustatud 2020",0,26.61,2020,781
"2751","Lasteta paar","Tegelik 2020",0.26,9.21,2020,781
"2752","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,781
"2753","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,781
"2754","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,781
"2755","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,781
"2756","Kahe lapsega paar","Ennustatud 2020",0,9.52,2020,781
"2757","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,781
"2758","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,781
"2759","Üksik mees","Tegelik 2020",5.47,32.99,2020,782
"2760","Üksik mees","Ennustatud 2020",4.93,33.4,2020,782
"2761","Üksik naine","Tegelik 2020",1.35,21.29,2020,782
"2762","Üksik naine","Ennustatud 2020",1.35,21.29,2020,782
"2763","Üksikvanem","Tegelik 2020",0,29.34,2020,782
"2764","Üksikvanem","Ennustatud 2020",0,26.61,2020,782
"2765","Lasteta paar","Tegelik 2020",0.26,9.21,2020,782
"2766","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,782
"2767","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,782
"2768","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,782
"2769","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,782
"2770","Kahe lapsega paar","Ennustatud 2020",0,9.47,2020,782
"2771","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,782
"2772","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,782
"2773","Üksik mees","Tegelik 2020",5.47,32.99,2020,783
"2774","Üksik mees","Ennustatud 2020",4.93,33.4,2020,783
"2775","Üksik naine","Tegelik 2020",1.35,21.29,2020,783
"2776","Üksik naine","Ennustatud 2020",1.35,21.29,2020,783
"2777","Üksikvanem","Tegelik 2020",0,29.34,2020,783
"2778","Üksikvanem","Ennustatud 2020",0,26.61,2020,783
"2779","Lasteta paar","Tegelik 2020",0.26,9.21,2020,783
"2780","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,783
"2781","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,783
"2782","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,783
"2783","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,783
"2784","Kahe lapsega paar","Ennustatud 2020",0,9.47,2020,783
"2785","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,783
"2786","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,783
"2787","Üksik mees","Tegelik 2020",5.47,32.99,2020,784
"2788","Üksik mees","Ennustatud 2020",4.93,33.4,2020,784
"2789","Üksik naine","Tegelik 2020",1.35,21.29,2020,784
"2790","Üksik naine","Ennustatud 2020",1.35,21.29,2020,784
"2791","Üksikvanem","Tegelik 2020",0,29.34,2020,784
"2792","Üksikvanem","Ennustatud 2020",0,26.61,2020,784
"2793","Lasteta paar","Tegelik 2020",0.26,9.21,2020,784
"2794","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,784
"2795","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,784
"2796","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,784
"2797","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,784
"2798","Kahe lapsega paar","Ennustatud 2020",0,9.47,2020,784
"2799","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,784
"2800","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,784
"2801","Üksik mees","Tegelik 2020",5.47,32.99,2020,785
"2802","Üksik mees","Ennustatud 2020",4.93,33.4,2020,785
"2803","Üksik naine","Tegelik 2020",1.35,21.29,2020,785
"2804","Üksik naine","Ennustatud 2020",1.35,21.29,2020,785
"2805","Üksikvanem","Tegelik 2020",0,29.34,2020,785
"2806","Üksikvanem","Ennustatud 2020",0,26.61,2020,785
"2807","Lasteta paar","Tegelik 2020",0.26,9.21,2020,785
"2808","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,785
"2809","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,785
"2810","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,785
"2811","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,785
"2812","Kahe lapsega paar","Ennustatud 2020",0,9.47,2020,785
"2813","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,785
"2814","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,785
"2815","Üksik mees","Tegelik 2020",5.47,32.99,2020,786
"2816","Üksik mees","Ennustatud 2020",4.93,33.4,2020,786
"2817","Üksik naine","Tegelik 2020",1.35,21.29,2020,786
"2818","Üksik naine","Ennustatud 2020",1.35,21.29,2020,786
"2819","Üksikvanem","Tegelik 2020",0,29.34,2020,786
"2820","Üksikvanem","Ennustatud 2020",0,26.61,2020,786
"2821","Lasteta paar","Tegelik 2020",0.26,9.21,2020,786
"2822","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,786
"2823","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,786
"2824","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,786
"2825","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,786
"2826","Kahe lapsega paar","Ennustatud 2020",0,9.47,2020,786
"2827","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,786
"2828","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,786
"2829","Üksik mees","Tegelik 2020",5.47,32.99,2020,787
"2830","Üksik mees","Ennustatud 2020",4.93,33.4,2020,787
"2831","Üksik naine","Tegelik 2020",1.35,21.29,2020,787
"2832","Üksik naine","Ennustatud 2020",1.35,21.29,2020,787
"2833","Üksikvanem","Tegelik 2020",0,29.34,2020,787
"2834","Üksikvanem","Ennustatud 2020",0,25.37,2020,787
"2835","Lasteta paar","Tegelik 2020",0.26,9.21,2020,787
"2836","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,787
"2837","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,787
"2838","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,787
"2839","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,787
"2840","Kahe lapsega paar","Ennustatud 2020",0,9.47,2020,787
"2841","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,787
"2842","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,787
"2843","Üksik mees","Tegelik 2020",5.47,32.99,2020,788
"2844","Üksik mees","Ennustatud 2020",4.93,33.4,2020,788
"2845","Üksik naine","Tegelik 2020",1.35,21.29,2020,788
"2846","Üksik naine","Ennustatud 2020",1.35,21.29,2020,788
"2847","Üksikvanem","Tegelik 2020",0,29.34,2020,788
"2848","Üksikvanem","Ennustatud 2020",0,25.37,2020,788
"2849","Lasteta paar","Tegelik 2020",0.26,9.21,2020,788
"2850","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,788
"2851","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,788
"2852","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,788
"2853","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,788
"2854","Kahe lapsega paar","Ennustatud 2020",0,9.47,2020,788
"2855","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,788
"2856","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,788
"2857","Üksik mees","Tegelik 2020",5.47,32.99,2020,789
"2858","Üksik mees","Ennustatud 2020",4.93,33.4,2020,789
"2859","Üksik naine","Tegelik 2020",1.35,21.29,2020,789
"2860","Üksik naine","Ennustatud 2020",1.35,21.29,2020,789
"2861","Üksikvanem","Tegelik 2020",0,29.34,2020,789
"2862","Üksikvanem","Ennustatud 2020",0,25.37,2020,789
"2863","Lasteta paar","Tegelik 2020",0.26,9.21,2020,789
"2864","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,789
"2865","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,789
"2866","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,789
"2867","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,789
"2868","Kahe lapsega paar","Ennustatud 2020",0,9.47,2020,789
"2869","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,789
"2870","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,789
"2871","Üksik mees","Tegelik 2020",5.47,32.99,2020,790
"2872","Üksik mees","Ennustatud 2020",4.93,33.4,2020,790
"2873","Üksik naine","Tegelik 2020",1.35,21.29,2020,790
"2874","Üksik naine","Ennustatud 2020",1.35,21.29,2020,790
"2875","Üksikvanem","Tegelik 2020",0,29.34,2020,790
"2876","Üksikvanem","Ennustatud 2020",0,25.37,2020,790
"2877","Lasteta paar","Tegelik 2020",0.26,9.21,2020,790
"2878","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,790
"2879","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,790
"2880","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,790
"2881","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,790
"2882","Kahe lapsega paar","Ennustatud 2020",0,9.47,2020,790
"2883","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,790
"2884","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,790
"2885","Üksik mees","Tegelik 2020",5.47,32.99,2020,791
"2886","Üksik mees","Ennustatud 2020",4.93,33.4,2020,791
"2887","Üksik naine","Tegelik 2020",1.35,21.29,2020,791
"2888","Üksik naine","Ennustatud 2020",1.35,21.29,2020,791
"2889","Üksikvanem","Tegelik 2020",0,29.34,2020,791
"2890","Üksikvanem","Ennustatud 2020",0,25.24,2020,791
"2891","Lasteta paar","Tegelik 2020",0.26,9.21,2020,791
"2892","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,791
"2893","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,791
"2894","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,791
"2895","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,791
"2896","Kahe lapsega paar","Ennustatud 2020",0,9.47,2020,791
"2897","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,791
"2898","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,791
"2899","Üksik mees","Tegelik 2020",5.47,32.99,2020,792
"2900","Üksik mees","Ennustatud 2020",4.93,33.4,2020,792
"2901","Üksik naine","Tegelik 2020",1.35,21.29,2020,792
"2902","Üksik naine","Ennustatud 2020",1.35,21.29,2020,792
"2903","Üksikvanem","Tegelik 2020",0,29.34,2020,792
"2904","Üksikvanem","Ennustatud 2020",0,25.24,2020,792
"2905","Lasteta paar","Tegelik 2020",0.26,9.21,2020,792
"2906","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,792
"2907","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,792
"2908","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,792
"2909","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,792
"2910","Kahe lapsega paar","Ennustatud 2020",0,9.47,2020,792
"2911","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,792
"2912","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,792
"2913","Üksik mees","Tegelik 2020",5.47,32.99,2020,793
"2914","Üksik mees","Ennustatud 2020",4.93,33.4,2020,793
"2915","Üksik naine","Tegelik 2020",1.35,21.29,2020,793
"2916","Üksik naine","Ennustatud 2020",1.35,21.29,2020,793
"2917","Üksikvanem","Tegelik 2020",0,29.34,2020,793
"2918","Üksikvanem","Ennustatud 2020",0,25.24,2020,793
"2919","Lasteta paar","Tegelik 2020",0.26,9.21,2020,793
"2920","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,793
"2921","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,793
"2922","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,793
"2923","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,793
"2924","Kahe lapsega paar","Ennustatud 2020",0,9.47,2020,793
"2925","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,793
"2926","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,793
"2927","Üksik mees","Tegelik 2020",5.47,32.99,2020,794
"2928","Üksik mees","Ennustatud 2020",4.93,33.4,2020,794
"2929","Üksik naine","Tegelik 2020",1.35,21.29,2020,794
"2930","Üksik naine","Ennustatud 2020",1.35,21.29,2020,794
"2931","Üksikvanem","Tegelik 2020",0,29.34,2020,794
"2932","Üksikvanem","Ennustatud 2020",0,25.24,2020,794
"2933","Lasteta paar","Tegelik 2020",0.26,9.21,2020,794
"2934","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,794
"2935","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,794
"2936","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,794
"2937","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,794
"2938","Kahe lapsega paar","Ennustatud 2020",0,9.47,2020,794
"2939","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,794
"2940","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,794
"2941","Üksik mees","Tegelik 2020",5.47,32.99,2020,795
"2942","Üksik mees","Ennustatud 2020",4.93,33.4,2020,795
"2943","Üksik naine","Tegelik 2020",1.35,21.29,2020,795
"2944","Üksik naine","Ennustatud 2020",1.35,21.29,2020,795
"2945","Üksikvanem","Tegelik 2020",0,29.34,2020,795
"2946","Üksikvanem","Ennustatud 2020",0,25.24,2020,795
"2947","Lasteta paar","Tegelik 2020",0.26,9.21,2020,795
"2948","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,795
"2949","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,795
"2950","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,795
"2951","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,795
"2952","Kahe lapsega paar","Ennustatud 2020",0,9.47,2020,795
"2953","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,795
"2954","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,795
"2955","Üksik mees","Tegelik 2020",5.47,32.99,2020,796
"2956","Üksik mees","Ennustatud 2020",4.93,33.4,2020,796
"2957","Üksik naine","Tegelik 2020",1.35,21.29,2020,796
"2958","Üksik naine","Ennustatud 2020",1.35,21.29,2020,796
"2959","Üksikvanem","Tegelik 2020",0,29.34,2020,796
"2960","Üksikvanem","Ennustatud 2020",0,25.24,2020,796
"2961","Lasteta paar","Tegelik 2020",0.26,9.21,2020,796
"2962","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,796
"2963","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,796
"2964","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,796
"2965","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,796
"2966","Kahe lapsega paar","Ennustatud 2020",0,9.69,2020,796
"2967","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,796
"2968","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,796
"2969","Üksik mees","Tegelik 2020",5.47,32.99,2020,797
"2970","Üksik mees","Ennustatud 2020",4.93,33.4,2020,797
"2971","Üksik naine","Tegelik 2020",1.35,21.29,2020,797
"2972","Üksik naine","Ennustatud 2020",1.35,21.29,2020,797
"2973","Üksikvanem","Tegelik 2020",0,29.34,2020,797
"2974","Üksikvanem","Ennustatud 2020",0,24.82,2020,797
"2975","Lasteta paar","Tegelik 2020",0.26,9.21,2020,797
"2976","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,797
"2977","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,797
"2978","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,797
"2979","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,797
"2980","Kahe lapsega paar","Ennustatud 2020",0,9.69,2020,797
"2981","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,797
"2982","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,797
"2983","Üksik mees","Tegelik 2020",5.47,32.99,2020,798
"2984","Üksik mees","Ennustatud 2020",4.93,33.4,2020,798
"2985","Üksik naine","Tegelik 2020",1.35,21.29,2020,798
"2986","Üksik naine","Ennustatud 2020",1.35,21.29,2020,798
"2987","Üksikvanem","Tegelik 2020",0,29.34,2020,798
"2988","Üksikvanem","Ennustatud 2020",0,24.82,2020,798
"2989","Lasteta paar","Tegelik 2020",0.26,9.21,2020,798
"2990","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,798
"2991","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,798
"2992","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,798
"2993","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,798
"2994","Kahe lapsega paar","Ennustatud 2020",0,9.69,2020,798
"2995","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,798
"2996","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,798
"2997","Üksik mees","Tegelik 2020",5.47,32.99,2020,799
"2998","Üksik mees","Ennustatud 2020",4.93,33.4,2020,799
"2999","Üksik naine","Tegelik 2020",1.35,21.29,2020,799
"3000","Üksik naine","Ennustatud 2020",1.35,21.29,2020,799
"3001","Üksikvanem","Tegelik 2020",0,29.34,2020,799
"3002","Üksikvanem","Ennustatud 2020",0,24.82,2020,799
"3003","Lasteta paar","Tegelik 2020",0.26,9.21,2020,799
"3004","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,799
"3005","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,799
"3006","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,799
"3007","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,799
"3008","Kahe lapsega paar","Ennustatud 2020",0,9.69,2020,799
"3009","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,799
"3010","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,799
"3011","Üksik mees","Tegelik 2020",5.47,32.99,2020,800
"3012","Üksik mees","Ennustatud 2020",4.93,33.4,2020,800
"3013","Üksik naine","Tegelik 2020",1.35,21.29,2020,800
"3014","Üksik naine","Ennustatud 2020",1.35,21.29,2020,800
"3015","Üksikvanem","Tegelik 2020",0,29.34,2020,800
"3016","Üksikvanem","Ennustatud 2020",0,24.82,2020,800
"3017","Lasteta paar","Tegelik 2020",0.26,9.21,2020,800
"3018","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,800
"3019","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,800
"3020","Ühe lapsega paar","Ennustatud 2020",0,7.13,2020,800
"3021","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,800
"3022","Kahe lapsega paar","Ennustatud 2020",0,9.69,2020,800
"3023","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,800
"3024","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,800
"3025","Üksik mees","Tegelik 2020",5.47,32.99,2020,801
"3026","Üksik mees","Ennustatud 2020",4.93,33.4,2020,801
"3027","Üksik naine","Tegelik 2020",1.35,21.29,2020,801
"3028","Üksik naine","Ennustatud 2020",1.35,21.29,2020,801
"3029","Üksikvanem","Tegelik 2020",0,29.34,2020,801
"3030","Üksikvanem","Ennustatud 2020",0,24.82,2020,801
"3031","Lasteta paar","Tegelik 2020",0.26,9.21,2020,801
"3032","Lasteta paar","Ennustatud 2020",0.26,8.89,2020,801
"3033","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,801
"3034","Ühe lapsega paar","Ennustatud 2020",0,7.13,2020,801
"3035","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,801
"3036","Kahe lapsega paar","Ennustatud 2020",0,9.69,2020,801
"3037","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,801
"3038","Kolme ja enama lapsega paar","Ennustatud 2020",0,9.15,2020,801
"3039","Üksik mees","Tegelik 2020",5.47,32.99,2020,802
"3040","Üksik mees","Ennustatud 2020",4.93,33.4,2020,802
"3041","Üksik naine","Tegelik 2020",1.35,21.29,2020,802
"3042","Üksik naine","Ennustatud 2020",1.35,21.29,2020,802
"3043","Üksikvanem","Tegelik 2020",0,29.34,2020,802
"3044","Üksikvanem","Ennustatud 2020",0,24.82,2020,802
