"","year","minwage","household","scenario","absolute_poverty","relative_poverty"
"21022","Lasteta paar","Ennustatud 2018",0.63,12,2018,2002
"21023","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2002
"21024","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2002
"21025","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2002
"21026","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2002
"21027","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2002
"21028","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2002
"21029","Üksik mees","Tegelik 2018",6.42,33.62,2018,2003
"21030","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2003
"21031","Üksik naine","Tegelik 2018",2.16,22.68,2018,2003
"21032","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2003
"21033","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2003
"21034","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2003
"21035","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2003
"21036","Lasteta paar","Ennustatud 2018",0.63,12,2018,2003
"21037","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2003
"21038","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2003
"21039","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2003
"21040","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2003
"21041","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2003
"21042","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2003
"21043","Üksik mees","Tegelik 2018",6.42,33.62,2018,2004
"21044","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2004
"21045","Üksik naine","Tegelik 2018",2.16,22.68,2018,2004
"21046","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2004
"21047","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2004
"21048","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2004
"21049","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2004
"21050","Lasteta paar","Ennustatud 2018",0.63,12,2018,2004
"21051","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2004
"21052","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2004
"21053","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2004
"21054","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2004
"21055","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2004
"21056","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2004
"21057","Üksik mees","Tegelik 2018",6.42,33.62,2018,2005
"21058","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2005
"21059","Üksik naine","Tegelik 2018",2.16,22.68,2018,2005
"21060","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2005
"21061","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2005
"21062","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2005
"21063","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2005
"21064","Lasteta paar","Ennustatud 2018",0.63,12,2018,2005
"21065","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2005
"21066","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2005
"21067","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2005
"21068","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2005
"21069","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2005
"21070","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2005
"21071","Üksik mees","Tegelik 2018",6.42,33.62,2018,2006
"21072","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2006
"21073","Üksik naine","Tegelik 2018",2.16,22.68,2018,2006
"21074","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2006
"21075","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2006
"21076","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2006
"21077","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2006
"21078","Lasteta paar","Ennustatud 2018",0.63,12,2018,2006
"21079","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2006
"21080","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2006
"21081","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2006
"21082","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2006
"21083","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2006
"21084","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2006
"21085","Üksik mees","Tegelik 2018",6.42,33.62,2018,2007
"21086","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2007
"21087","Üksik naine","Tegelik 2018",2.16,22.68,2018,2007
"21088","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2007
"21089","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2007
"21090","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2007
"21091","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2007
"21092","Lasteta paar","Ennustatud 2018",0.63,12,2018,2007
"21093","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2007
"21094","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2007
"21095","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2007
"21096","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2007
"21097","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2007
"21098","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2007
"21099","Üksik mees","Tegelik 2018",6.42,33.62,2018,2008
"21100","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2008
"21101","Üksik naine","Tegelik 2018",2.16,22.68,2018,2008
"21102","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2008
"21103","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2008
"21104","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2008
"21105","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2008
"21106","Lasteta paar","Ennustatud 2018",0.63,12,2018,2008
"21107","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2008
"21108","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2008
"21109","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2008
"21110","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2008
"21111","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2008
"21112","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2008
"21113","Üksik mees","Tegelik 2018",6.42,33.62,2018,2009
"21114","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2009
"21115","Üksik naine","Tegelik 2018",2.16,22.68,2018,2009
"21116","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2009
"21117","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2009
"21118","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2009
"21119","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2009
"21120","Lasteta paar","Ennustatud 2018",0.63,12,2018,2009
"21121","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2009
"21122","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2009
"21123","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2009
"21124","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2009
"21125","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2009
"21126","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2009
"21127","Üksik mees","Tegelik 2018",6.42,33.62,2018,2010
"21128","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2010
"21129","Üksik naine","Tegelik 2018",2.16,22.68,2018,2010
"21130","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2010
"21131","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2010
"21132","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2010
"21133","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2010
"21134","Lasteta paar","Ennustatud 2018",0.63,12,2018,2010
"21135","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2010
"21136","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2010
"21137","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2010
"21138","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2010
"21139","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2010
"21140","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2010
"21141","Üksik mees","Tegelik 2018",6.42,33.62,2018,2011
"21142","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2011
"21143","Üksik naine","Tegelik 2018",2.16,22.68,2018,2011
"21144","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2011
"21145","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2011
"21146","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2011
"21147","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2011
"21148","Lasteta paar","Ennustatud 2018",0.63,12,2018,2011
"21149","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2011
"21150","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2011
"21151","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2011
"21152","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2011
"21153","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2011
"21154","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2011
"21155","Üksik mees","Tegelik 2018",6.42,33.62,2018,2012
"21156","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2012
"21157","Üksik naine","Tegelik 2018",2.16,22.68,2018,2012
"21158","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2012
"21159","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2012
"21160","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2012
"21161","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2012
"21162","Lasteta paar","Ennustatud 2018",0.63,12,2018,2012
"21163","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2012
"21164","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2012
"21165","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2012
"21166","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2012
"21167","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2012
"21168","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2012
"21169","Üksik mees","Tegelik 2018",6.42,33.62,2018,2013
"21170","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2013
"21171","Üksik naine","Tegelik 2018",2.16,22.68,2018,2013
"21172","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2013
"21173","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2013
"21174","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2013
"21175","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2013
"21176","Lasteta paar","Ennustatud 2018",0.63,12,2018,2013
"21177","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2013
"21178","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2013
"21179","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2013
"21180","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2013
"21181","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2013
"21182","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2013
"21183","Üksik mees","Tegelik 2018",6.42,33.62,2018,2014
"21184","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2014
"21185","Üksik naine","Tegelik 2018",2.16,22.68,2018,2014
"21186","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2014
"21187","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2014
"21188","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2014
"21189","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2014
"21190","Lasteta paar","Ennustatud 2018",0.63,12,2018,2014
"21191","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2014
"21192","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2014
"21193","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2014
"21194","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2014
"21195","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2014
"21196","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2014
"21197","Üksik mees","Tegelik 2018",6.42,33.62,2018,2015
"21198","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2015
"21199","Üksik naine","Tegelik 2018",2.16,22.68,2018,2015
"21200","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2015
"21201","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2015
"21202","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2015
"21203","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2015
"21204","Lasteta paar","Ennustatud 2018",0.63,12,2018,2015
"21205","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2015
"21206","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2015
"21207","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2015
"21208","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2015
"21209","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2015
"21210","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2015
"21211","Üksik mees","Tegelik 2018",6.42,33.62,2018,2016
"21212","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2016
"21213","Üksik naine","Tegelik 2018",2.16,22.68,2018,2016
"21214","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2016
"21215","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2016
"21216","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2016
"21217","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2016
"21218","Lasteta paar","Ennustatud 2018",0.63,12,2018,2016
"21219","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2016
"21220","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2016
"21221","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2016
"21222","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2016
"21223","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2016
"21224","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2016
"21225","Üksik mees","Tegelik 2018",6.42,33.62,2018,2017
"21226","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2017
"21227","Üksik naine","Tegelik 2018",2.16,22.68,2018,2017
"21228","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2017
"21229","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2017
"21230","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2017
"21231","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2017
"21232","Lasteta paar","Ennustatud 2018",0.63,12,2018,2017
"21233","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2017
"21234","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2017
"21235","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2017
"21236","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2017
"21237","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2017
"21238","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2017
"21239","Üksik mees","Tegelik 2018",6.42,33.62,2018,2018
"21240","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2018
"21241","Üksik naine","Tegelik 2018",2.16,22.68,2018,2018
"21242","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2018
"21243","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2018
"21244","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2018
"21245","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2018
"21246","Lasteta paar","Ennustatud 2018",0.63,12,2018,2018
"21247","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2018
"21248","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2018
"21249","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2018
"21250","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2018
"21251","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2018
"21252","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2018
"21253","Üksik mees","Tegelik 2018",6.42,33.62,2018,2019
"21254","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2019
"21255","Üksik naine","Tegelik 2018",2.16,22.68,2018,2019
"21256","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2019
"21257","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2019
"21258","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2019
"21259","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2019
"21260","Lasteta paar","Ennustatud 2018",0.63,12,2018,2019
"21261","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2019
"21262","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2019
"21263","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2019
"21264","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2019
"21265","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2019
"21266","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2019
"21267","Üksik mees","Tegelik 2018",6.42,33.62,2018,2020
"21268","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2020
"21269","Üksik naine","Tegelik 2018",2.16,22.68,2018,2020
"21270","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2020
"21271","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2020
"21272","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2020
"21273","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2020
"21274","Lasteta paar","Ennustatud 2018",0.63,12,2018,2020
"21275","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2020
"21276","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2020
"21277","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2020
"21278","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2020
"21279","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2020
"21280","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2020
"21281","Üksik mees","Tegelik 2018",6.42,33.62,2018,2021
"21282","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2021
"21283","Üksik naine","Tegelik 2018",2.16,22.68,2018,2021
"21284","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2021
"21285","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2021
"21286","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2021
"21287","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2021
"21288","Lasteta paar","Ennustatud 2018",0.63,12,2018,2021
"21289","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2021
"21290","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2021
"21291","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2021
"21292","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2021
"21293","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2021
"21294","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2021
"21295","Üksik mees","Tegelik 2018",6.42,33.62,2018,2022
"21296","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2022
"21297","Üksik naine","Tegelik 2018",2.16,22.68,2018,2022
"21298","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2022
"21299","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2022
"21300","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2022
"21301","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2022
"21302","Lasteta paar","Ennustatud 2018",0.63,12,2018,2022
"21303","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2022
"21304","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2022
"21305","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2022
"21306","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2022
"21307","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2022
"21308","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2022
"21309","Üksik mees","Tegelik 2018",6.42,33.62,2018,2023
"21310","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2023
"21311","Üksik naine","Tegelik 2018",2.16,22.68,2018,2023
"21312","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2023
"21313","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2023
"21314","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2023
"21315","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2023
"21316","Lasteta paar","Ennustatud 2018",0.63,12,2018,2023
"21317","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2023
"21318","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2023
"21319","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2023
"21320","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2023
"21321","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2023
"21322","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2023
"21323","Üksik mees","Tegelik 2018",6.42,33.62,2018,2024
"21324","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2024
"21325","Üksik naine","Tegelik 2018",2.16,22.68,2018,2024
"21326","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2024
"21327","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2024
"21328","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2024
"21329","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2024
"21330","Lasteta paar","Ennustatud 2018",0.63,12,2018,2024
"21331","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2024
"21332","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2024
"21333","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2024
"21334","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2024
"21335","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2024
"21336","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2024
"21337","Üksik mees","Tegelik 2018",6.42,33.62,2018,2025
"21338","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2025
"21339","Üksik naine","Tegelik 2018",2.16,22.68,2018,2025
"21340","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2025
"21341","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2025
"21342","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2025
"21343","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2025
"21344","Lasteta paar","Ennustatud 2018",0.63,12,2018,2025
"21345","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2025
"21346","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2025
"21347","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2025
"21348","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2025
"21349","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2025
"21350","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2025
"21351","Üksik mees","Tegelik 2018",6.42,33.62,2018,2026
"21352","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2026
"21353","Üksik naine","Tegelik 2018",2.16,22.68,2018,2026
"21354","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2026
"21355","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2026
"21356","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2026
"21357","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2026
"21358","Lasteta paar","Ennustatud 2018",0.63,12,2018,2026
"21359","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2026
"21360","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2026
"21361","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2026
"21362","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2026
"21363","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2026
"21364","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2026
"21365","Üksik mees","Tegelik 2018",6.42,33.62,2018,2027
"21366","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2027
"21367","Üksik naine","Tegelik 2018",2.16,22.68,2018,2027
"21368","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2027
"21369","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2027
"21370","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2027
"21371","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2027
"21372","Lasteta paar","Ennustatud 2018",0.63,12,2018,2027
"21373","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2027
"21374","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2027
"21375","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2027
"21376","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2027
"21377","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2027
"21378","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2027
"21379","Üksik mees","Tegelik 2018",6.42,33.62,2018,2028
"21380","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2028
"21381","Üksik naine","Tegelik 2018",2.16,22.68,2018,2028
"21382","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2028
"21383","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2028
"21384","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2028
"21385","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2028
"21386","Lasteta paar","Ennustatud 2018",0.63,12,2018,2028
"21387","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2028
"21388","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2028
"21389","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2028
"21390","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2028
"21391","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2028
"21392","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2028
"21393","Üksik mees","Tegelik 2018",6.42,33.62,2018,2029
"21394","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2029
"21395","Üksik naine","Tegelik 2018",2.16,22.68,2018,2029
"21396","Üksik naine","Ennustatud 2018",2.16,26.49,2018,2029
"21397","Üksikvanem","Tegelik 2018",0.19,30.12,2018,2029
"21398","Üksikvanem","Ennustatud 2018",0.19,28.44,2018,2029
"21399","Lasteta paar","Tegelik 2018",0.63,9.31,2018,2029
"21400","Lasteta paar","Ennustatud 2018",0.63,12,2018,2029
"21401","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,2029
"21402","Ühe lapsega paar","Ennustatud 2018",0,6.69,2018,2029
"21403","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,2029
"21404","Kahe lapsega paar","Ennustatud 2018",0,6.27,2018,2029
"21405","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,2029
"21406","Kolme ja enama lapsega paar","Ennustatud 2018",0,13.03,2018,2029
"21407","Üksik mees","Tegelik 2018",6.42,33.62,2018,2030
"21408","Üksik mees","Ennustatud 2018",5.89,38.98,2018,2030
