"","year","minwage","household","scenario","absolute_poverty","relative_poverty"
"13253","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1487
"13254","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1487
"13255","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1487
"13256","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1487
"13257","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1487
"13258","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1487
"13259","Üksik mees","Tegelik 2019",6.03,32.75,2019,1488
"13260","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1488
"13261","Üksik naine","Tegelik 2019",1.32,21.29,2019,1488
"13262","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1488
"13263","Üksikvanem","Tegelik 2019",0,30.12,2019,1488
"13264","Üksikvanem","Ennustatud 2019",0,28.4,2019,1488
"13265","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1488
"13266","Lasteta paar","Ennustatud 2019",0.26,11.04,2019,1488
"13267","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1488
"13268","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1488
"13269","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1488
"13270","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1488
"13271","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1488
"13272","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1488
"13273","Üksik mees","Tegelik 2019",6.03,32.75,2019,1489
"13274","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1489
"13275","Üksik naine","Tegelik 2019",1.32,21.29,2019,1489
"13276","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1489
"13277","Üksikvanem","Tegelik 2019",0,30.12,2019,1489
"13278","Üksikvanem","Ennustatud 2019",0,28.4,2019,1489
"13279","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1489
"13280","Lasteta paar","Ennustatud 2019",0.26,11.04,2019,1489
"13281","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1489
"13282","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1489
"13283","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1489
"13284","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1489
"13285","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1489
"13286","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1489
"13287","Üksik mees","Tegelik 2019",6.03,32.75,2019,1490
"13288","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1490
"13289","Üksik naine","Tegelik 2019",1.32,21.29,2019,1490
"13290","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1490
"13291","Üksikvanem","Tegelik 2019",0,30.12,2019,1490
"13292","Üksikvanem","Ennustatud 2019",0,28.4,2019,1490
"13293","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1490
"13294","Lasteta paar","Ennustatud 2019",0.26,11.04,2019,1490
"13295","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1490
"13296","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1490
"13297","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1490
"13298","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1490
"13299","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1490
"13300","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1490
"13301","Üksik mees","Tegelik 2019",6.03,32.75,2019,1491
"13302","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1491
"13303","Üksik naine","Tegelik 2019",1.32,21.29,2019,1491
"13304","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1491
"13305","Üksikvanem","Tegelik 2019",0,30.12,2019,1491
"13306","Üksikvanem","Ennustatud 2019",0,28.4,2019,1491
"13307","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1491
"13308","Lasteta paar","Ennustatud 2019",0.26,11.04,2019,1491
"13309","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1491
"13310","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1491
"13311","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1491
"13312","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1491
"13313","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1491
"13314","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1491
"13315","Üksik mees","Tegelik 2019",6.03,32.75,2019,1492
"13316","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1492
"13317","Üksik naine","Tegelik 2019",1.32,21.29,2019,1492
"13318","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1492
"13319","Üksikvanem","Tegelik 2019",0,30.12,2019,1492
"13320","Üksikvanem","Ennustatud 2019",0,28.4,2019,1492
"13321","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1492
"13322","Lasteta paar","Ennustatud 2019",0.26,11.04,2019,1492
"13323","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1492
"13324","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1492
"13325","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1492
"13326","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1492
"13327","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1492
"13328","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1492
"13329","Üksik mees","Tegelik 2019",6.03,32.75,2019,1493
"13330","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1493
"13331","Üksik naine","Tegelik 2019",1.32,21.29,2019,1493
"13332","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1493
"13333","Üksikvanem","Tegelik 2019",0,30.12,2019,1493
"13334","Üksikvanem","Ennustatud 2019",0,28.4,2019,1493
"13335","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1493
"13336","Lasteta paar","Ennustatud 2019",0.26,11.04,2019,1493
"13337","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1493
"13338","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1493
"13339","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1493
"13340","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1493
"13341","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1493
"13342","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1493
"13343","Üksik mees","Tegelik 2019",6.03,32.75,2019,1494
"13344","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1494
"13345","Üksik naine","Tegelik 2019",1.32,21.29,2019,1494
"13346","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1494
"13347","Üksikvanem","Tegelik 2019",0,30.12,2019,1494
"13348","Üksikvanem","Ennustatud 2019",0,28.4,2019,1494
"13349","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1494
"13350","Lasteta paar","Ennustatud 2019",0.26,11.04,2019,1494
"13351","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1494
"13352","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1494
"13353","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1494
"13354","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1494
"13355","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1494
"13356","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1494
"13357","Üksik mees","Tegelik 2019",6.03,32.75,2019,1495
"13358","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1495
"13359","Üksik naine","Tegelik 2019",1.32,21.29,2019,1495
"13360","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1495
"13361","Üksikvanem","Tegelik 2019",0,30.12,2019,1495
"13362","Üksikvanem","Ennustatud 2019",0,28.4,2019,1495
"13363","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1495
"13364","Lasteta paar","Ennustatud 2019",0.26,11.04,2019,1495
"13365","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1495
"13366","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1495
"13367","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1495
"13368","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1495
"13369","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1495
"13370","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1495
"13371","Üksik mees","Tegelik 2019",6.03,32.75,2019,1496
"13372","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1496
"13373","Üksik naine","Tegelik 2019",1.32,21.29,2019,1496
"13374","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1496
"13375","Üksikvanem","Tegelik 2019",0,30.12,2019,1496
"13376","Üksikvanem","Ennustatud 2019",0,28.4,2019,1496
"13377","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1496
"13378","Lasteta paar","Ennustatud 2019",0.26,11.04,2019,1496
"13379","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1496
"13380","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1496
"13381","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1496
"13382","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1496
"13383","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1496
"13384","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1496
"13385","Üksik mees","Tegelik 2019",6.03,32.75,2019,1497
"13386","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1497
"13387","Üksik naine","Tegelik 2019",1.32,21.29,2019,1497
"13388","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1497
"13389","Üksikvanem","Tegelik 2019",0,30.12,2019,1497
"13390","Üksikvanem","Ennustatud 2019",0,28.4,2019,1497
"13391","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1497
"13392","Lasteta paar","Ennustatud 2019",0.26,11.04,2019,1497
"13393","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1497
"13394","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1497
"13395","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1497
"13396","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1497
"13397","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1497
"13398","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1497
"13399","Üksik mees","Tegelik 2019",6.03,32.75,2019,1498
"13400","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1498
"13401","Üksik naine","Tegelik 2019",1.32,21.29,2019,1498
"13402","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1498
"13403","Üksikvanem","Tegelik 2019",0,30.12,2019,1498
"13404","Üksikvanem","Ennustatud 2019",0,28.4,2019,1498
"13405","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1498
"13406","Lasteta paar","Ennustatud 2019",0.26,11.04,2019,1498
"13407","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1498
"13408","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1498
"13409","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1498
"13410","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1498
"13411","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1498
"13412","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1498
"13413","Üksik mees","Tegelik 2019",6.03,32.75,2019,1499
"13414","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1499
"13415","Üksik naine","Tegelik 2019",1.32,21.29,2019,1499
"13416","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1499
"13417","Üksikvanem","Tegelik 2019",0,30.12,2019,1499
"13418","Üksikvanem","Ennustatud 2019",0,28.4,2019,1499
"13419","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1499
"13420","Lasteta paar","Ennustatud 2019",0.26,11.04,2019,1499
"13421","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1499
"13422","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1499
"13423","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1499
"13424","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1499
"13425","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1499
"13426","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1499
"13427","Üksik mees","Tegelik 2019",6.03,32.75,2019,1500
"13428","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1500
"13429","Üksik naine","Tegelik 2019",1.32,21.29,2019,1500
"13430","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1500
"13431","Üksikvanem","Tegelik 2019",0,30.12,2019,1500
"13432","Üksikvanem","Ennustatud 2019",0,28.4,2019,1500
"13433","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1500
"13434","Lasteta paar","Ennustatud 2019",0.26,11.04,2019,1500
"13435","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1500
"13436","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1500
"13437","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1500
"13438","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1500
"13439","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1500
"13440","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1500
"13441","Üksik mees","Tegelik 2019",6.03,32.75,2019,1501
"13442","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1501
"13443","Üksik naine","Tegelik 2019",1.32,21.29,2019,1501
"13444","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1501
"13445","Üksikvanem","Tegelik 2019",0,30.12,2019,1501
"13446","Üksikvanem","Ennustatud 2019",0,28.4,2019,1501
"13447","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1501
"13448","Lasteta paar","Ennustatud 2019",0.26,11.04,2019,1501
"13449","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1501
"13450","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1501
"13451","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1501
"13452","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1501
"13453","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1501
"13454","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1501
"13455","Üksik mees","Tegelik 2019",6.03,32.75,2019,1502
"13456","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1502
"13457","Üksik naine","Tegelik 2019",1.32,21.29,2019,1502
"13458","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1502
"13459","Üksikvanem","Tegelik 2019",0,30.12,2019,1502
"13460","Üksikvanem","Ennustatud 2019",0,28.71,2019,1502
"13461","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1502
"13462","Lasteta paar","Ennustatud 2019",0.26,11.04,2019,1502
"13463","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1502
"13464","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1502
"13465","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1502
"13466","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1502
"13467","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1502
"13468","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1502
"13469","Üksik mees","Tegelik 2019",6.03,32.75,2019,1503
"13470","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1503
"13471","Üksik naine","Tegelik 2019",1.32,21.29,2019,1503
"13472","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1503
"13473","Üksikvanem","Tegelik 2019",0,30.12,2019,1503
"13474","Üksikvanem","Ennustatud 2019",0,28.71,2019,1503
"13475","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1503
"13476","Lasteta paar","Ennustatud 2019",0.26,11.04,2019,1503
"13477","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1503
"13478","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1503
"13479","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1503
"13480","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1503
"13481","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1503
"13482","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1503
"13483","Üksik mees","Tegelik 2019",6.03,32.75,2019,1504
"13484","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1504
"13485","Üksik naine","Tegelik 2019",1.32,21.29,2019,1504
"13486","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1504
"13487","Üksikvanem","Tegelik 2019",0,30.12,2019,1504
"13488","Üksikvanem","Ennustatud 2019",0,28.71,2019,1504
"13489","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1504
"13490","Lasteta paar","Ennustatud 2019",0.26,11.09,2019,1504
"13491","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1504
"13492","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1504
"13493","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1504
"13494","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1504
"13495","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1504
"13496","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1504
"13497","Üksik mees","Tegelik 2019",6.03,32.75,2019,1505
"13498","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1505
"13499","Üksik naine","Tegelik 2019",1.32,21.29,2019,1505
"13500","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1505
"13501","Üksikvanem","Tegelik 2019",0,30.12,2019,1505
"13502","Üksikvanem","Ennustatud 2019",0,28.71,2019,1505
"13503","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1505
"13504","Lasteta paar","Ennustatud 2019",0.26,11.09,2019,1505
"13505","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1505
"13506","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1505
"13507","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1505
"13508","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1505
"13509","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1505
"13510","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1505
"13511","Üksik mees","Tegelik 2019",6.03,32.75,2019,1506
"13512","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1506
"13513","Üksik naine","Tegelik 2019",1.32,21.29,2019,1506
"13514","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1506
"13515","Üksikvanem","Tegelik 2019",0,30.12,2019,1506
"13516","Üksikvanem","Ennustatud 2019",0,28.71,2019,1506
"13517","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1506
"13518","Lasteta paar","Ennustatud 2019",0.26,11.09,2019,1506
"13519","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1506
"13520","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1506
"13521","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1506
"13522","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1506
"13523","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1506
"13524","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1506
"13525","Üksik mees","Tegelik 2019",6.03,32.75,2019,1507
"13526","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1507
"13527","Üksik naine","Tegelik 2019",1.32,21.29,2019,1507
"13528","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1507
"13529","Üksikvanem","Tegelik 2019",0,30.12,2019,1507
"13530","Üksikvanem","Ennustatud 2019",0,28.71,2019,1507
"13531","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1507
"13532","Lasteta paar","Ennustatud 2019",0.26,11.09,2019,1507
"13533","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1507
"13534","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1507
"13535","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1507
"13536","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1507
"13537","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1507
"13538","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1507
"13539","Üksik mees","Tegelik 2019",6.03,32.75,2019,1508
"13540","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1508
"13541","Üksik naine","Tegelik 2019",1.32,21.29,2019,1508
"13542","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1508
"13543","Üksikvanem","Tegelik 2019",0,30.12,2019,1508
"13544","Üksikvanem","Ennustatud 2019",0,28.71,2019,1508
"13545","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1508
"13546","Lasteta paar","Ennustatud 2019",0.26,11.09,2019,1508
"13547","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1508
"13548","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1508
"13549","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1508
"13550","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1508
"13551","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1508
"13552","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1508
"13553","Üksik mees","Tegelik 2019",6.03,32.75,2019,1509
"13554","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1509
"13555","Üksik naine","Tegelik 2019",1.32,21.29,2019,1509
"13556","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1509
"13557","Üksikvanem","Tegelik 2019",0,30.12,2019,1509
"13558","Üksikvanem","Ennustatud 2019",0,28.71,2019,1509
"13559","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1509
"13560","Lasteta paar","Ennustatud 2019",0.26,11.09,2019,1509
"13561","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1509
"13562","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1509
"13563","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1509
"13564","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1509
"13565","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1509
"13566","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1509
"13567","Üksik mees","Tegelik 2019",6.03,32.75,2019,1510
"13568","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1510
"13569","Üksik naine","Tegelik 2019",1.32,21.29,2019,1510
"13570","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1510
"13571","Üksikvanem","Tegelik 2019",0,30.12,2019,1510
"13572","Üksikvanem","Ennustatud 2019",0,28.71,2019,1510
"13573","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1510
"13574","Lasteta paar","Ennustatud 2019",0.26,11.09,2019,1510
"13575","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1510
"13576","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1510
"13577","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1510
"13578","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1510
"13579","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1510
"13580","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1510
"13581","Üksik mees","Tegelik 2019",6.03,32.75,2019,1511
"13582","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1511
"13583","Üksik naine","Tegelik 2019",1.32,21.29,2019,1511
"13584","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1511
"13585","Üksikvanem","Tegelik 2019",0,30.12,2019,1511
"13586","Üksikvanem","Ennustatud 2019",0,28.71,2019,1511
"13587","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1511
"13588","Lasteta paar","Ennustatud 2019",0.26,11.09,2019,1511
"13589","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1511
"13590","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1511
"13591","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1511
"13592","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1511
"13593","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1511
"13594","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1511
"13595","Üksik mees","Tegelik 2019",6.03,32.75,2019,1512
"13596","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1512
"13597","Üksik naine","Tegelik 2019",1.32,21.29,2019,1512
"13598","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1512
"13599","Üksikvanem","Tegelik 2019",0,30.12,2019,1512
"13600","Üksikvanem","Ennustatud 2019",0,28.71,2019,1512
"13601","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1512
"13602","Lasteta paar","Ennustatud 2019",0.26,11.09,2019,1512
"13603","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1512
"13604","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1512
"13605","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1512
"13606","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1512
"13607","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1512
"13608","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1512
"13609","Üksik mees","Tegelik 2019",6.03,32.75,2019,1513
"13610","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1513
"13611","Üksik naine","Tegelik 2019",1.32,21.29,2019,1513
"13612","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1513
"13613","Üksikvanem","Tegelik 2019",0,30.12,2019,1513
"13614","Üksikvanem","Ennustatud 2019",0,28.71,2019,1513
"13615","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1513
"13616","Lasteta paar","Ennustatud 2019",0.26,11.09,2019,1513
"13617","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1513
"13618","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1513
"13619","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1513
"13620","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1513
"13621","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1513
"13622","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1513
"13623","Üksik mees","Tegelik 2019",6.03,32.75,2019,1514
"13624","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1514
"13625","Üksik naine","Tegelik 2019",1.32,21.29,2019,1514
"13626","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1514
"13627","Üksikvanem","Tegelik 2019",0,30.12,2019,1514
"13628","Üksikvanem","Ennustatud 2019",0,28.71,2019,1514
"13629","Lasteta paar","Tegelik 2019",0.26,9.19,2019,1514
"13630","Lasteta paar","Ennustatud 2019",0.26,11.09,2019,1514
"13631","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,1514
"13632","Ühe lapsega paar","Ennustatud 2019",0,5.22,2019,1514
"13633","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,1514
"13634","Kahe lapsega paar","Ennustatud 2019",0,6.83,2019,1514
"13635","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,1514
"13636","Kolme ja enama lapsega paar","Ennustatud 2019",0,12.53,2019,1514
"13637","Üksik mees","Tegelik 2019",6.03,32.75,2019,1515
"13638","Üksik mees","Ennustatud 2019",5.5,35.8,2019,1515
"13639","Üksik naine","Tegelik 2019",1.32,21.29,2019,1515
"13640","Üksik naine","Ennustatud 2019",1.32,25.44,2019,1515
